user,video,rating
1,4471,0
1,412,0
1,2360,0
1,3851,0
1,271,0
1,1789,0
1,3053,0
1,3771,0
1,600,0
1,1641,0
1,3022,0
