video1,video2,mutual
3714,3714,550
3714,5192,2
2735,2735,219
2735,791,2
2735,2503,2
2735,4212,2
794,794,22
794,1395,2
1395,1395,24
1395,794,2
53,4145,2
53,53,25
53,2721,2
1957,1957,25
1957,4,2
1290,1290,14
1290,4395,3
1290,1189,5
1290,1234,5
1290,4744,3
1290,4843,4
1290,485,2
803,803,10
3282,3282,106
3282,297,3
4692,4692,35
4692,4394,3
4888,4888,17
1149,1149,78
4566,4566,83
1206,1206,85
1206,1349,2
1398,1398,108
1398,4744,2
1398,2834,2
1398,4076,2
1398,4456,2
1398,5157,2
4485,4485,28
4485,4735,5
4485,1053,3
1104,1104,109
1104,960,2
1104,1873,2
1104,3720,2
297,297,99
297,3282,3
5042,5042,17
4843,4843,17
4843,1234,3
4843,1189,4
4843,1290,4
4843,485,3
4843,4744,2
4735,4735,33
4735,4485,5
4735,1053,2
1926,1926,11
4975,4975,4
162,162,6
4305,4305,16
4395,1290,3
4395,4395,13
4395,1189,4
4395,4744,3
4395,1234,2
5485,5485,97
4919,4919,8
713,713,16
713,1583,2
1392,1392,5
536,536,526
536,4734,4
536,4376,2
536,3093,2
536,2902,6
536,533,2
536,5439,2
536,2834,2
536,451,2
536,3018,3
536,1791,2
536,4950,2
536,168,2
536,1036,6
536,113,2
536,2656,4
536,2961,9
536,4729,4
536,1217,6
536,4592,2
536,4778,5
536,646,6
536,647,3
536,3016,3
536,3618,2
536,1160,2
536,733,2
536,5235,2
536,4993,2
536,1559,3
536,2236,2
536,3157,2
536,3900,2
536,4439,5
536,4882,2
536,4076,7
536,3089,2
536,2880,3
536,4537,2
536,1903,2
536,1564,2
536,3398,2
536,3622,4
536,1272,2
536,3175,2
536,545,2
536,1583,3
536,1328,2
536,4688,3
536,3809,3
536,5157,3
536,1387,4
536,1053,2
536,1580,3
536,3936,4
536,3472,2
536,1042,2
536,2775,2
536,4945,2
536,5307,2
536,4014,2
536,5401,2
536,1369,3
536,424,2
536,3102,2
536,3961,2
536,628,2
536,3177,2
536,4309,2
536,1478,2
536,3549,2
2198,2198,5
1848,1848,8
1189,1290,5
1189,4395,4
1189,1189,15
1189,485,2
1189,1234,6
1189,4744,5
1189,4843,4
4448,4448,3
1459,1459,4
485,485,18
485,1234,2
485,1189,2
485,4744,3
485,4843,3
485,1290,2
4192,4192,7
4294,4294,3
4473,4473,106
4473,1131,2
4473,246,3
4473,516,2
4473,3092,2
4473,2186,2
4473,2398,5
4473,1312,3
81,81,29
2739,2739,5
2903,2903,9
2022,2022,4
931,931,7
4280,4280,11
3544,3544,51
3544,1233,3
3544,4416,2
3629,3629,3
4744,4744,15
4744,485,3
4744,1234,4
4744,1189,5
4744,4395,3
4744,1290,3
4744,4843,2
4744,1398,2
3743,3743,36
3743,3419,2
4925,4925,118
4925,4478,3
4925,2578,2
4549,4549,70
3735,3735,2
3769,3769,18
4876,4876,4
5370,5370,16
5370,1054,2
1056,1056,3
5350,5350,6
1234,1234,12
1234,485,2
1234,1189,6
1234,4744,4
1234,1290,5
1234,4843,3
1234,4395,2
1652,1652,17
672,672,5
5240,5240,2
4901,4901,8
889,889,3
1373,1373,8
1824,1824,35
4675,4675,3
1133,1133,12
5243,5243,2
811,811,3
2398,2398,90
2398,3975,3
2398,1312,2
2398,1272,2
2398,1495,2
2398,4473,5
2398,3768,2
4968,4968,30
861,861,2
488,488,393
488,538,2
488,2336,2
488,5176,3
488,4916,2
488,4633,2
488,4376,2
488,3893,2
488,1518,2
488,475,2
488,1894,2
488,643,2
3338,3338,6
2421,2421,6
2002,3815,2
2002,2002,471
2002,781,2
2002,4441,2
2002,456,2
2002,773,2
5085,5085,6
1111,1111,25
3938,3938,157
3938,3464,2
2399,2399,21
3762,3762,26
1246,1246,7
5353,5353,4
2223,2223,6
2797,2797,10
2803,2803,2
2850,2850,2
4145,4145,22
4145,53,2
542,542,3
3757,3757,530
3757,3685,2
3757,3947,10
3757,2503,2
3757,4014,2
3757,5340,2
3757,560,2
3757,387,2
3757,2776,2
3757,3318,2
3757,2081,3
3757,1282,2
3757,5098,2
3757,1714,2
3757,1428,2
3757,1217,2
3757,4892,2
3757,5214,2
3757,1307,2
3757,822,2
3757,2589,2
3757,194,2
3757,261,2
4397,4397,246
4397,4123,2
4397,3432,5
4397,808,2
4397,2262,2
4397,3443,3
4397,5337,3
4397,4110,2
4397,360,2
892,892,325
892,899,3
892,4828,3
892,2686,25
892,1410,11
892,4416,32
892,4388,6
892,4277,13
892,5464,31
892,167,4
892,1335,4
892,307,2
892,4701,21
892,4162,12
892,2807,3
892,600,2
892,1545,4
892,490,2
892,2699,2
892,2404,2
892,3432,2
892,516,6
892,2562,9
892,1620,2
892,1903,8
892,4988,2
892,1000,2
892,1349,3
892,3582,2
892,1965,3
892,235,2
892,3068,2
892,185,2
892,3082,2
892,142,2
892,1366,2
892,3588,2
892,940,2
246,246,175
246,2895,2
246,2136,10
246,3240,16
246,4416,2
246,167,2
246,2591,2
246,2300,5
246,5373,2
246,5431,2
246,2557,2
246,4473,3
246,1647,5
246,1718,2
246,1082,3
246,736,6
246,516,2
246,4575,2
246,1522,2
246,1419,2
246,773,2
4362,4362,108
4362,959,6
4362,5392,3
4362,3975,2
4362,2657,2
4362,1564,2
3947,3947,396
3947,5461,2
3947,3757,10
3947,1217,3
3947,1940,2
3947,5157,2
3947,4820,2
3947,4110,2
3947,1282,2
3947,5330,2
3947,3358,2
3947,3119,2
3947,2707,2
3947,1400,2
3947,4810,2
3947,4416,2
3947,2259,2
3947,748,2
3947,4970,2
4456,4456,473
4456,3149,4
4456,1141,2
4456,2913,2
4456,3549,2
4456,5478,3
4456,2868,3
4456,560,2
4456,3489,2
4456,2334,3
4456,5031,2
4456,612,2
4456,3719,2
4456,786,2
4456,4904,2
4456,2719,2
4456,373,2
4456,3561,2
4456,5417,2
4456,3265,2
4456,2726,2
4456,1217,2
4456,4691,2
4456,651,2
4456,712,2
4456,1282,2
4456,1112,2
4456,5157,2
4456,5073,2
4456,5020,2
4456,2179,2
4456,842,2
4456,19,2
4456,2587,2
4456,3069,2
4456,168,2
4456,1398,2
4456,225,2
4456,1249,2
1320,1320,37
1320,2819,2
1320,1815,2
1320,1534,2
1320,578,2
1320,1695,2
1320,3227,2
1320,173,3
1320,819,2
516,516,327
516,1074,3
516,2895,2
516,3537,2
516,2136,2
516,892,6
516,4388,2
516,4701,5
516,3266,2
516,3183,2
516,2643,2
516,3768,3
516,4416,2
516,347,3
516,4473,2
516,5139,2
516,167,5
516,1570,2
516,3240,2
516,246,2
516,810,2
516,1410,2
516,2003,2
516,2352,2
516,3432,3
516,5003,2
516,3813,2
516,2413,2
516,4091,2
516,1042,2
516,2731,2
516,5464,3
516,4988,2
516,415,2
1834,2367,5
1834,1834,97
1834,3950,12
1834,498,13
1834,3081,3
1834,3939,3
1834,5320,2
1834,3180,2
1834,4171,2
1834,1142,3
1834,4264,2
1834,1106,2
1834,2348,2
4973,4973,119
4973,4207,5
4973,3371,4
4973,2183,2
4973,1923,4
4973,4712,2
4973,3278,3
4973,4198,2
4973,152,2
4973,2020,2
4973,4553,2
4973,1254,2
2349,2349,194
2349,3539,2
2349,346,2
3240,3240,458
3240,2811,2
3240,459,3
3240,3946,2
3240,2136,20
3240,3533,2
3240,3401,4
3240,576,6
3240,736,8
3240,5342,2
3240,246,16
3240,1522,4
3240,2911,2
3240,2300,21
3240,173,2
3240,3436,5
3240,1718,2
3240,1701,2
3240,4297,2
3240,1977,2
3240,5431,2
3240,1647,2
3240,389,2
3240,415,2
3240,2876,2
3240,2119,3
3240,1676,3
3240,2591,2
3240,1220,2
3240,1641,2
3240,1839,2
3240,3903,4
3240,1296,2
3240,516,2
3240,2717,2
3240,787,2
3033,3033,194
3033,3453,2
3033,2482,2
3033,3980,2
3033,983,2
3033,699,2
1156,1156,86
1156,3594,2
1156,3016,16
1156,1251,4
1156,2656,6
1156,3376,3
1156,2065,2
1156,4076,2
1156,647,2
1156,5235,2
1156,5278,2
1156,5216,2
1156,4896,2
702,702,112
2899,2899,90
2899,3430,2
2899,3018,2
2899,4896,2
2899,2110,2
2899,4429,2
2899,4313,2
2039,2039,130
2039,3074,3
2039,2910,5
2039,3421,2
2039,2109,3
4400,4400,337
4400,4419,2
4400,1232,2
4400,3366,2
4400,3430,2
4400,1428,2
4400,5463,3
4400,5445,2
4400,4518,2
4400,710,2
4400,2164,2
4400,3003,2
4400,4796,2
4400,3899,2
4400,3809,2
4400,152,3
4400,5395,2
4400,2682,2
4400,2643,2
4400,678,3
4400,4806,2
4400,4224,2
4126,4126,238
4126,1307,2
4126,806,2
4126,5098,2
4126,135,2
4126,4350,2
1736,3887,2
1736,1736,275
1736,767,5
1736,3234,4
1736,2811,2
1736,787,5
1736,940,2
1736,1592,2
1736,1696,4
1736,2785,2
1736,5138,2
1736,5340,3
1736,4646,2
1736,2133,2
1736,2895,2
1736,4181,3
1736,278,2
1736,4812,2
1736,2042,2
1736,2731,2
1736,3115,2
1736,909,2
1736,185,2
1736,2378,2
1736,4050,2
1736,3710,2
1736,5161,2
1736,4926,2
1736,3191,2
1736,4202,2
1736,3285,2
1736,1706,3
1736,2253,2
1736,906,3
1736,4331,2
1736,993,2
1736,3003,2
1736,3731,3
1736,4977,3
1736,2164,2
1736,3817,2
1736,3771,2
4380,4380,645
4380,503,6
4380,4583,2
4380,4806,2
4380,2798,3
4380,480,8
4380,1923,5
4380,591,5
4380,152,15
4380,5237,3
4380,179,7
4380,5449,2
4380,3816,5
4380,4164,2
4380,2292,7
4380,2058,2
4380,545,2
4380,2440,10
4380,5162,2
4380,3545,6
4380,4857,4
4380,2183,7
4380,2153,6
4380,1879,2
4380,4825,2
4380,1047,2
4380,4553,7
4380,1789,2
4380,1862,3
4380,5165,2
4380,2719,2
4380,3994,2
4380,3301,2
4380,3478,2
4380,2233,2
4380,3526,2
4380,3324,2
4380,3930,9
4380,4646,3
4380,1064,6
4380,2604,2
4380,3558,3
4380,4633,3
4380,1217,2
4380,2231,3
4380,4413,2
4380,3268,2
4380,3554,2
4380,1220,5
4380,3921,5
4380,3966,3
4380,3178,2
4380,3001,6
4380,1850,2
4380,4481,2
4380,1523,3
4380,1812,3
4380,787,2
4380,2250,2
4380,1457,5
4380,4587,2
4380,560,4
4380,4044,2
4380,1569,2
4380,2156,3
4380,4490,2
1352,1352,162
1352,1838,5
1352,1864,2
1352,993,2
1352,2816,3
1352,2972,2
1352,909,2
1352,3183,3
1352,577,3
1352,1071,2
1352,2870,2
1352,4931,3
1352,3127,4
1352,5045,3
1352,4667,2
1352,3767,2
1352,3068,3
1352,4561,4
1352,514,3
1352,3926,2
1352,4252,2
1352,3731,4
1352,1932,3
1352,2438,4
1352,415,2
1352,3858,2
1352,1850,2
1352,4515,2
1352,545,2
1352,4881,2
1352,51,2
1352,1155,2
1352,2071,2
1352,5138,3
1352,2327,2
1352,2295,2
1352,2165,3
1352,3340,2
1352,5340,2
1352,5466,2
1352,2107,3
1352,2811,3
1352,2352,2
1352,750,2
5069,5069,184
5069,5204,3
5069,1217,7
5069,239,6
5069,5024,3
5069,5261,2
5069,3268,2
5069,5041,5
5069,2779,2
5069,2414,2
5069,5314,2
5069,4612,2
5069,4778,4
5069,4331,2
5069,4599,5
5069,4583,2
5069,1791,2
5069,3018,2
5069,2231,2
5069,4617,2
5069,3069,2
5069,1369,3
5069,3192,2
5069,1196,2
5069,4049,2
5069,2274,2
5069,4796,2
5069,2656,2
5069,3022,2
3740,3740,417
3740,3139,11
3740,3193,15
3740,2689,2
3740,4253,2
3740,3492,2
3740,790,2
3740,4044,2
3740,3204,5
3740,4821,3
3740,3261,3
3740,1243,5
3740,967,2
3740,2880,2
3740,287,7
2534,2534,215
2534,1783,2
2534,3052,2
2534,3522,2
2534,4598,2
2534,553,2
2534,1878,2
2534,4198,2
2534,788,3
2534,1923,2
2534,3813,2
2534,4460,2
2534,5310,2
2534,2682,2
2534,2068,2
983,983,490
983,5208,3
983,3473,2
983,3994,2
983,1131,2
983,4222,2
983,3306,2
983,5340,2
983,2470,2
983,514,2
983,4668,2
983,2042,2
983,2874,4
983,2084,3
983,5030,3
983,5052,2
983,347,2
983,2208,2
983,1254,3
983,940,2
983,1082,2
983,2019,2
983,1229,2
983,3277,2
983,3183,2
983,3548,2
983,3234,3
983,4198,2
983,2972,2
983,1932,3
983,3339,2
983,2438,3
983,3033,2
983,1647,2
983,4287,3
983,3285,2
983,3668,2
983,2352,2
983,4377,2
983,787,2
983,3767,2
983,391,2
983,1641,2
983,3052,2
983,5138,2
748,748,22
748,3947,2
4619,4619,204
4619,1382,3
287,287,490
287,4883,5
287,4550,6
287,1243,9
287,3139,4
287,653,2
287,3261,10
287,3492,2
287,3934,2
287,3740,7
5000,1701,9
5000,2413,2
5000,5000,414
5000,2557,2
5000,981,8
5000,936,3
5000,3767,2
5000,1647,3
5000,2392,2
5000,3277,2
5000,555,3
5000,347,2
5000,2819,5
5000,2638,2
5000,1789,2
5000,4451,2
5000,686,2
5000,2807,2
5000,5138,2
5000,1349,2
5000,3967,2
5000,4515,2
1664,1664,92
1664,2490,3
1664,3732,6
1664,4707,5
1664,3884,2
3309,3309,530
3309,111,2
3309,1709,4
3309,4278,2
3309,4308,2
3309,4524,2
3309,4615,2
3309,5045,2
4107,4107,83
4107,4377,2
2367,2367,182
2367,1834,5
2367,3950,10
2367,3180,17
2367,498,10
2367,1106,6
2367,4171,12
2367,4264,3
2367,1142,13
2367,3081,2
2367,2348,2
5237,5237,290
5237,1229,2
5237,3809,20
5237,152,2
5237,3849,25
5237,3562,2
5237,3535,2
5237,5018,2
5237,4633,3
5237,2482,2
5237,1302,2
5237,1254,2
5237,348,13
5237,1006,3
5237,2144,2
5237,1428,3
5237,2334,2
5237,2719,5
5237,4290,6
5237,3666,2
5237,2312,2
5237,4380,3
5237,1457,2
5237,452,3
5237,4419,2
5237,2143,8
5237,2798,3
5237,2535,2
5237,4207,2
5237,3953,2
5237,1038,3
5237,857,2
5237,4818,2
5237,612,2
5237,4008,3
5237,4984,2
5237,5475,4
5237,926,2
5237,2726,2
5237,4062,2
5237,1681,2
5237,3943,2
5237,3930,2
5237,4518,2
5237,1862,2
5237,3646,2
2503,2503,538
2503,3757,2
2503,1217,2
2503,4687,2
2503,3961,3
2503,600,3
2503,1484,2
2503,2546,2
2503,2054,2
2503,4213,2
2503,3175,3
2503,233,2
2503,5212,2
2503,1928,2
2503,5446,4
2503,885,2
2503,4376,2
2503,3434,2
2503,3093,3
2503,3018,2
2503,2446,2
2503,4419,2
2503,2670,2
2503,2988,2
2503,2735,2
5342,5342,479
5342,3074,4
5342,3582,2
5342,3234,2
5342,3147,2
5342,4252,3
5342,1528,2
5342,201,2
5342,3643,2
5342,4595,2
5342,3240,2
5342,2392,2
5342,1864,2
5342,3386,2
5342,5235,2
5342,5393,2
5342,261,2
5342,650,2
5342,1873,2
5342,5279,2
5342,3274,2
5342,2068,2
5342,1155,2
5342,2906,2
5342,2408,2
576,4879,5
576,576,70
576,2136,4
576,2300,4
576,173,8
576,459,11
576,1676,8
576,3436,8
576,558,7
576,4043,4
576,2591,2
576,3240,6
576,3401,8
576,1977,5
576,5276,3
576,3395,2
576,3808,6
576,4665,2
576,2745,2
576,389,7
576,736,2
576,1751,3
576,3227,2
576,932,2
576,4979,2
576,2119,4
576,1932,2
1251,1251,181
1251,4778,9
1251,3016,12
1251,1160,2
1251,5235,2
1251,1369,7
1251,2656,6
1251,1217,2
1251,1156,4
1251,5261,2
1251,3777,2
1251,3087,2
1251,647,3
1251,1791,2
1251,4592,2
1251,3113,2
1251,1036,2
5387,5387,72
5387,1844,12
5387,3395,2
5387,5138,2
2684,2684,545
2684,2925,2
2684,5446,2
2684,2058,5
2684,3175,2
2684,3219,6
2684,3487,2
2684,2340,2
2684,4070,2
2684,4687,4
2684,1037,2
2684,5144,2
2684,5475,2
2684,5371,5
2684,1049,2
2684,5417,2
4592,4592,521
4592,3869,2
4592,5186,9
4592,5355,3
4592,3018,8
4592,2378,12
4592,536,2
4592,4859,8
4592,1251,2
4592,3975,2
4592,3799,2
4592,712,3
4592,4546,2
4592,4313,7
4592,3622,2
4592,4946,2
4592,2535,2
4592,1001,2
4592,1049,2
4592,5459,2
4592,1973,2
4592,1360,2
3650,3650,199
3650,2927,6
3650,1502,3
3650,2977,2
3650,5176,2
1095,1095,507
1095,2175,2
4518,4518,192
4518,3813,2
4518,4093,3
4518,4367,2
4518,787,4
4518,2295,2
4518,2019,3
4518,3967,2
4518,4400,2
4518,1259,3
4518,283,3
4518,1838,4
4518,3731,4
4518,2392,4
4518,993,3
4518,1749,2
4518,3469,2
4518,2515,2
4518,5060,2
4518,1873,2
4518,909,2
4518,1570,2
4518,5340,4
4518,650,4
4518,3068,4
4518,3127,5
4518,5138,7
4518,2870,2
4518,5045,2
4518,3767,4
4518,3340,2
4518,5466,3
4518,4265,3
4518,4931,2
4518,4667,4
4518,3858,2
4518,1932,2
4518,3183,3
4518,4646,2
4518,3234,2
4518,5431,3
4518,5052,2
4518,2165,2
4518,5237,2
3087,1238,10
3087,5061,6
3087,3087,97
3087,1788,8
3087,4746,3
3087,4854,2
3087,5424,9
3087,2680,2
3087,3168,2
3087,3742,4
3087,1251,2
3087,5463,2
3975,3975,289
3975,3674,2
3975,3815,4
3975,847,2
3975,2378,2
3975,2398,3
3975,3157,2
3975,4362,2
3975,1529,2
3975,4875,2
3975,2875,4
3975,5261,2
3975,51,2
3975,822,3
3975,533,3
3975,23,2
3975,4592,2
2447,2447,6
3639,3639,171
3639,1045,2
2546,2546,278
2546,3561,3
2546,2834,2
2546,3234,2
2546,2503,2
2546,5016,2
2546,3197,2
2546,258,2
2546,789,2
2546,1928,2
2546,822,2
2546,4014,2
2926,2926,95
2926,4207,2
2926,3685,2
1174,1174,304
1174,4960,2
4181,4181,418
4181,5317,3
4181,3858,2
4181,2865,5
4181,4324,2
4181,1218,2
4181,3887,2
4181,2164,2
4181,2253,2
4181,2687,2
4181,1736,3
4181,2876,3
4181,2352,2
4181,2165,4
4181,940,4
4181,3183,2
4181,5138,6
4181,2811,4
4181,51,2
4181,1082,2
4181,5045,4
4181,4367,6
4181,4931,4
4181,52,3
4181,5126,3
4181,3115,2
4181,2816,4
4181,2133,6
4181,1093,2
4181,4561,2
4181,3926,3
4181,3127,9
4181,4667,2
4181,3659,3
4181,577,5
4181,3771,2
4181,4222,2
4181,2019,5
4181,1035,2
4181,5284,2
4181,3485,2
4181,993,3
4181,2295,2
4181,5217,2
4181,2392,6
4181,4917,4
4181,813,2
4181,3967,2
4181,220,2
4181,3441,2
4181,537,2
4181,787,6
4181,2071,4
4181,3020,3
4181,1514,2
4181,1071,6
4181,2874,2
4181,1661,2
4181,278,3
4181,5431,4
4181,3234,6
4181,1419,2
4181,4093,5
4181,283,5
4181,1701,2
4181,2859,2
4181,4996,2
4181,4307,2
4181,3243,2
4181,1394,2
4181,1783,3
4181,4738,3
4181,788,2
4181,4377,2
4181,2785,4
4181,201,2
4181,4287,2
4181,1413,3
4181,1731,2
4181,2042,2
4181,1696,3
4181,1706,2
4181,119,2
4181,2186,2
4181,2403,2
4181,5177,2
4181,1428,2
4181,1838,3
4181,2515,2
4181,2711,2
4181,5445,2
4181,4812,2
4181,3262,2
4181,4866,2
4481,4481,283
4481,3020,2
4481,4380,2
4481,788,3
4481,548,2
4481,2142,2
4481,577,2
4481,4971,2
4481,5177,2
4481,4778,2
4481,261,4
4481,3767,2
4481,5293,2
4481,2281,2
4481,3634,2
4481,4460,2
4481,4866,2
4481,2549,2
4481,591,2
4481,3915,2
1208,1751,6
1208,2157,8
1208,4417,11
1208,1844,2
1208,1208,92
1208,787,2
1208,584,18
1208,4308,19
1208,3395,8
1208,1695,12
1208,4963,2
1208,932,4
1208,3701,16
1208,578,9
1208,247,9
1208,4913,8
1208,3222,4
1208,3447,2
1208,732,6
1208,3394,2
1208,2785,2
1208,4833,2
1208,2910,2
1208,2312,2
623,623,60
623,1923,4
623,4983,3
623,2535,4
623,4008,4
623,2996,2
623,1878,2
623,2446,3
623,3526,3
623,1428,2
623,5088,2
623,4419,2
623,1789,2
623,2682,2
623,50,2
623,2714,2
623,2020,2
623,2110,2
623,2334,2
767,767,96
767,3183,2
767,1736,5
767,4721,2
767,787,2
767,1126,2
767,3731,2
767,3147,2
767,1706,4
767,940,2
767,2042,2
767,788,2
767,4093,3
767,577,2
4917,4917,96
4917,5126,2
4917,2208,2
4917,3731,3
4917,3441,2
4917,2253,2
4917,2491,2
4917,3127,3
4917,3485,3
4917,1518,2
4917,5177,3
4917,2392,4
4917,1514,2
4917,185,2
4917,940,2
4917,4093,4
4917,4568,2
4917,2811,2
4917,909,2
4917,4181,4
4917,3668,2
4917,5045,2
4917,1071,2
4917,1509,2
588,588,95
588,4014,2
588,4857,2
588,3980,2
588,1709,2
1410,1410,466
1410,773,2
1410,1965,2
1410,1312,4
1410,2686,7
1410,4162,3
1410,4416,7
1410,4277,17
1410,4530,6
1410,4828,2
1410,1793,2
1410,263,2
1410,1074,2
1410,1217,3
1410,892,11
1410,4701,3
1410,2807,8
1410,4936,2
1410,5464,6
1410,1233,2
1410,3972,2
1410,1903,13
1410,3432,4
1410,2895,2
1410,1218,2
1410,693,2
1410,235,3
1410,1545,3
1410,3222,2
1410,137,5
1410,4674,2
1410,2300,2
1410,516,2
1410,1384,3
1410,4301,3
1410,1257,2
1410,2562,2
1410,1838,2
1410,142,2
1410,1765,2
1410,5459,2
1410,4634,2
2193,2193,502
2193,3268,2
2193,5073,2
2193,3358,3
2193,1709,2
2193,3333,2
849,849,99
849,4110,2
1259,1259,325
1259,3234,2
1259,5030,3
1259,4681,2
1259,1126,2
1259,3156,3
1259,4518,3
1259,5045,3
1259,4667,2
1259,2042,5
1259,2071,2
1259,4628,2
1259,52,2
1259,2669,2
1259,1641,2
566,566,538
566,5471,2
566,3980,2
566,3,3
1342,1342,359
1342,514,3
1342,650,2
1342,3967,2
1342,3183,2
1342,5138,4
1342,2865,2
1342,2392,2
1342,1323,2
1342,2515,3
1342,2019,2
1342,4139,2
1342,3115,2
1342,5340,2
1342,1518,2
1342,5317,2
1342,3127,2
1342,787,3
1342,5121,2
1342,1862,2
1342,356,3
1342,3082,2
1342,1807,2
1342,1873,2
1342,5446,2
1342,1838,2
1342,555,2
781,781,534
781,5421,2
781,1396,4
781,2002,2
781,1917,2
4252,4252,300
4252,3290,2
4252,1352,2
4252,5342,3
4252,4959,2
4252,3234,2
4252,1119,2
4211,4211,18
4954,4954,90
4954,2656,2
4954,2267,3
4954,5156,2
4954,4967,2
692,692,68
3840,3840,241
3840,2011,2
3840,2884,5
3840,5463,2
3840,4612,2
3840,3809,3
3840,4778,3
3840,970,2
3840,5261,2
3840,2110,2
3840,5204,2
5363,5363,13
2751,2751,14
2751,2211,3
2751,3055,2
2751,1551,3
2751,4285,2
2751,4637,3
2751,3151,2
1363,1363,36
1363,2656,2
1363,3102,2
1363,1217,4
1363,3192,3
4044,4044,98
4044,2689,7
4044,3204,4
4044,4380,2
4044,4967,2
4044,3740,2
4044,3930,2
3419,3419,164
3419,3153,3
3419,5211,3
3419,337,13
3419,3743,2
3419,90,3
3419,4762,2
3419,970,2
3419,3208,2
3419,1744,2
3419,4131,2
3539,3539,96
3539,2349,2
4308,1751,18
4308,2157,10
4308,4417,14
4308,1844,2
4308,1208,19
4308,4005,6
4308,787,2
4308,584,18
4308,4308,181
4308,3701,18
4308,932,5
4308,247,15
4308,578,12
4308,1695,9
4308,2771,2
4308,2619,3
4308,347,2
4308,3222,6
4308,3395,8
4308,3127,2
4308,2312,7
4308,4202,2
4308,3309,2
4308,4913,9
4308,732,4
4308,1366,2
4308,2327,2
4308,3469,2
3871,3871,452
3871,800,2
3871,2273,3
4894,4894,39
4894,4970,3
2042,2042,520
2042,4190,2
2042,983,2
2042,1259,5
2042,347,2
2042,3068,2
2042,4922,2
2042,3306,2
2042,4612,2
2042,2267,2
2042,52,2
2042,441,4
2042,5347,2
2042,4287,2
2042,2556,2
2042,3156,4
2042,3771,2
2042,767,2
2042,415,2
2042,119,2
2042,2107,2
2042,1148,2
2042,5052,4
2042,4181,2
2042,4996,3
2042,1736,2
2042,4681,2
2042,3588,2
2042,2865,2
2042,1419,2
2042,4200,2
2042,5138,2
2042,1749,3
2042,4738,2
2042,2183,2
5098,5098,106
5098,4126,2
5098,1037,2
5098,3757,2
2378,2378,297
2378,4859,10
2378,3018,6
2378,5186,8
2378,360,2
2378,2656,3
2378,152,2
2378,1923,2
2378,2535,2
2378,4778,4
2378,4729,6
2378,2878,2
2378,5446,2
2378,2144,2
2378,2461,2
2378,337,2
2378,3975,2
2378,4854,3
2378,1993,2
2378,751,2
2378,3936,2
2378,4612,2
2378,3904,2
2378,1947,2
2378,1736,2
2378,1369,5
2378,2010,3
2378,3102,2
2378,4796,3
2378,1606,2
2378,4856,2
2378,4402,3
2378,1302,2
2378,5261,2
2378,1217,6
2378,2278,2
2378,4592,12
2378,2482,2
2378,4691,2
2378,3961,3
2378,5304,2
2378,1858,2
4171,4171,90
4171,498,6
4171,3950,6
4171,1106,5
4171,2367,12
4171,3180,5
4171,4270,2
4171,1142,9
4171,1834,2
1604,1604,226
4883,4883,97
4883,287,5
4883,1243,4
1982,1982,198
1892,2636,7
1892,1892,308
1892,3294,4
1892,3966,2
1892,1890,3
1892,1830,2
3732,3732,171
3732,1664,6
3732,4707,9
3732,2490,7
3732,3813,2
3732,3209,2
1749,3851,2
1749,1749,366
1749,1864,4
1749,2515,3
1749,4681,4
1749,650,3
1749,3310,2
1749,4222,2
1749,4093,4
1749,5284,2
1749,3092,5
1749,4721,3
1749,1071,2
1749,1229,3
1749,4926,2
1749,993,3
1749,51,2
1749,3003,2
1749,5431,3
1749,4931,3
1749,2392,3
1749,3156,3
1749,4977,2
1749,5138,3
1749,2208,2
1749,2186,4
1749,4617,2
1749,555,2
1749,2786,2
1749,4864,3
1749,5060,2
1749,2142,2
1749,4377,3
1749,4190,2
1749,2711,2
1749,5347,2
1749,2874,2
1749,3234,2
1749,906,2
1749,1157,2
1749,1082,2
1749,787,2
1749,3068,2
1749,3469,3
1749,185,2
1749,1419,2
1749,2042,3
1749,3271,2
1749,4518,2
4868,3054,18
4868,4868,437
4868,425,5
4868,1441,4
4868,839,2
4868,4955,4
4868,4282,3
4868,405,4
4868,2983,2
1697,1697,92
1697,2068,2
1697,3285,2
1697,5180,3
1697,1873,2
1697,2404,2
1688,1688,108
1688,525,3
1688,4282,4
1688,2655,5
1688,405,3
1688,4955,3
1688,839,2
3721,3721,16
3721,1024,3
3721,4072,2
43,43,98
4931,5445,4
4931,4093,6
4931,4931,272
4931,5284,4
4931,1932,5
4931,5391,2
4931,5177,4
4931,415,3
4931,125,3
4931,4202,3
4931,1413,4
4931,3115,3
4931,5340,3
4931,2071,2
4931,5347,3
4931,2133,3
4931,1352,3
4931,5317,4
4931,4367,2
4931,1071,4
4931,4336,4
4931,3710,2
4931,906,4
4931,1864,4
4931,2619,2
4931,4926,3
4931,2865,5
4931,2408,3
4931,3817,2
4931,3008,2
4931,1157,3
4931,3003,6
4931,2186,2
4931,993,4
4931,514,4
4931,940,3
4931,5045,6
4931,4181,4
4931,441,3
4931,3588,3
4931,1126,2
4931,2403,2
4931,367,3
4931,750,3
4931,185,3
4931,3767,3
4931,3203,3
4931,3020,3
4931,4812,3
4931,4455,3
4931,1696,4
4931,3092,4
4931,5466,3
4931,4279,2
4931,813,2
4931,3659,2
4931,4721,2
4931,2142,3
4931,1749,3
4931,1783,2
4931,2876,5
4931,4881,2
4931,5052,5
4931,3469,3
4931,4518,2
4931,2165,2
4931,3731,6
4931,4667,3
4931,2870,3
4931,845,2
