video1,video2,mutual
3851,3271,3
3851,1749,2
3851,3022,6
3851,5467,3
3851,4825,2
3851,3127,2
3851,3147,5
3851,599,3
3851,3441,2
3851,4863,2
3851,2906,4
3851,4617,7
3851,2731,2
3851,900,2
3851,3993,2
3851,2058,2
3851,3277,2
3851,4699,2
3851,4681,2
3851,1831,2
3851,3946,3
3851,5317,2
3851,5373,3
3851,1592,2
3851,3195,2
3851,4829,4
3851,3300,2
3851,2208,2
3851,2470,2
3851,3906,3
3851,4568,4
3851,4490,3
3851,1323,2
3851,2003,2
3851,3039,2
3851,3077,2
3851,3994,2
3851,3235,2
3851,1509,4
3851,2640,4
3851,1714,3
3851,906,2
3851,1257,3
3851,490,3
3851,3771,2
3851,2164,4
3851,4377,2
3851,1125,2
3851,2327,3
3851,3634,2
3851,3799,3
3851,3887,2
3851,5060,2
3851,5192,2
3851,391,2
3851,3408,2
3851,2142,2
3851,5064,3
3851,1218,2
3851,415,3
3851,4622,2
3851,2595,4
3851,1838,3
3851,2136,2
3851,1577,2
3851,4561,2
3851,650,3
3851,4224,2
3851,1061,3
3851,1082,2
3851,537,2
3851,4977,2
3851,2392,2
5066,5066,297
5066,3599,2
5066,1138,2
5066,2351,3
5066,1696,3
5066,3816,2
5066,4681,2
5066,524,2
5066,1343,2
5066,1196,2
5066,1790,2
5066,2081,2
5066,3993,2
5066,577,2
5066,3200,2
3817,3817,272
3817,2876,2
3817,1419,6
3817,2619,6
3817,1071,5
3817,5217,3
3817,4881,2
3817,5064,3
3817,1831,3
3817,3068,2
3817,3858,2
3817,2865,3
3817,5165,2
3817,5317,4
3817,5177,5
3817,1783,3
3817,415,2
3817,3003,5
3817,3469,3
3817,750,5
3817,3659,3
3817,52,4
3817,514,4
3817,5340,3
3817,4977,4
3817,2164,8
3817,1413,6
3817,4093,2
3817,4931,2
3817,2404,2
3817,2972,2
3817,2133,9
3817,3052,2
3817,119,6
3817,787,2
3817,2785,7
3817,4455,2
3817,3077,3
3817,5161,3
3817,3710,4
3817,4222,3
3817,4863,2
3817,1444,3
3817,603,7
3817,4731,4
3817,441,4
3817,5431,2
3817,1509,3
3817,4628,5
3817,3092,4
3817,3306,5
3817,2771,5
3817,1873,3
3817,2643,6
3817,3115,11
3817,2816,8
3817,2071,3
3817,1125,3
3817,5190,4
3817,1641,2
3817,4279,5
3817,5052,3
3817,3234,2
3817,2253,8
3817,1714,2
3817,2711,4
3817,5433,2
3817,577,2
3817,1592,3
3817,3008,2
3817,2352,2
3817,3887,4
3817,5445,2
3817,4646,2
3817,813,2
3817,5284,5
3817,5138,2
3817,993,2
3817,3731,4
3817,1706,2
3817,4460,2
3817,5121,3
3817,2068,2
3817,5285,2
3817,3235,5
3817,2403,2
3817,3485,2
3817,2906,4
3817,1683,2
3817,185,5
3817,1696,5
3817,1514,2
3817,51,2
3817,5391,2
3817,953,2
3817,1839,2
3817,3441,2
3817,1218,2
3817,2408,4
3817,3285,2
3817,2310,2
3817,1736,2
3817,2208,2
3817,4810,2
3817,537,2
4721,4222,2
4721,4721,307
4721,4515,2
4721,2208,2
4721,2811,3
4721,3441,2
4721,5177,4
4721,185,4
4721,2771,2
4721,220,2
4721,52,3
4721,4202,2
4721,5445,5
4721,767,2
4721,2785,9
4721,4106,3
4721,2438,2
4721,3339,2
4721,2515,3
4721,5431,5
4721,2071,2
4721,2403,2
4721,686,2
4721,1592,5
4721,650,2
4721,51,4
4721,3771,2
4721,4224,2
4721,3340,3
4721,4093,6
4721,1444,4
4721,4316,5
4721,1873,3
4721,1552,2
4721,3469,3
4721,2874,5
4721,3926,2
4721,2619,2
4721,2107,3
4721,5340,2
4721,4336,4
4721,1071,6
4721,3348,2
4721,441,3
4721,3485,3
4721,1864,8
4721,5284,2
4721,3092,6
4721,2865,8
4721,1749,3
4721,3039,2
4721,3127,3
4721,3767,3
4721,787,2
4721,3710,2
4721,4812,5
4721,750,4
4721,3659,3
4721,1706,4
4721,4575,3
4721,2643,3
4721,2816,3
4721,2133,4
4721,603,3
4721,1783,3
4721,1419,4
4721,1224,3
4721,5052,5
4721,1035,2
4721,5373,2
4721,860,2
4721,4265,2
4721,906,3
4721,3306,2
4721,514,3
4721,1831,2
4721,3234,5
4721,3262,3
4721,4568,2
4721,1932,5
4721,2556,2
4721,2003,2
4721,5347,2
4721,278,4
4721,1696,3
4721,2972,2
4721,3187,2
4721,2408,3
4721,4881,3
4721,2253,2
4721,813,2
4721,3003,2
4721,2142,3
4721,4931,2
4721,4455,2
4721,2165,2
4721,3731,5
4721,3203,3
4721,993,4
4721,1148,2
4721,5138,4
4721,1518,3
4721,2310,2
4721,391,2
4721,4052,2
4721,1229,2
4721,909,2
4721,940,2
4721,2687,2
4721,3020,2
4721,537,2
4721,4731,3
4721,3928,2
4721,1413,3
4721,509,2
4721,4796,2
4721,4996,4
4721,545,2
4721,4617,2
4721,1509,2
4721,347,2
4721,2711,2
4721,4628,2
3361,224,2
3361,3361,32
1696,2619,9
1696,993,12
1696,514,2
1696,1831,5
1696,1696,320
1696,2408,6
1696,1071,6
1696,4106,4
1696,441,9
1696,2133,6
1696,3020,6
1696,1419,8
1696,537,4
1696,1706,5
1696,3092,6
1696,4561,2
1696,3887,3
1696,4224,3
1696,1864,9
1696,1509,5
1696,2253,4
1696,1082,2
1696,1514,6
1696,3115,7
1696,4287,2
1696,4731,3
1696,1592,2
1696,4367,7
1696,2785,8
1696,1736,4
1696,2972,5
1696,2071,2
1696,185,13
1696,5063,2
1696,3301,2
1696,3765,2
1696,125,3
1696,3039,2
1696,5030,2
1696,3469,4
1696,3441,3
1696,1229,3
1696,5317,3
1696,4316,3
1696,3187,4
1696,2771,11
1696,5284,9
1696,5177,8
1696,347,3
1696,1932,4
1696,3946,4
1696,3147,2
1696,4617,2
1696,52,2
1696,4646,4
1696,4812,8
1696,1683,5
1696,906,4
1696,3003,3
1696,3659,3
1696,1873,3
1696,220,6
1696,2906,2
1696,1444,9
1696,2816,10
1696,5052,2
1696,1783,8
1696,5445,2
1696,2865,4
1696,4681,2
1696,1155,5
1696,4977,3
1696,119,3
1696,2186,4
1696,4881,4
1696,2403,6
1696,2876,3
1696,2164,5
1696,4181,3
1696,4336,3
1696,2392,2
1696,5208,2
1696,603,5
1696,1125,2
1696,1838,3
1696,555,4
1696,4515,4
1696,2310,2
1696,4279,2
1696,278,4
1696,2874,3
1696,3485,3
1696,4721,3
1696,415,2
1696,1323,2
1696,5066,3
1696,4926,4
1696,4931,4
1696,4265,3
1696,2711,4
1696,3052,3
1696,3243,2
1696,3408,3
1696,2107,3
1696,1518,3
1696,2811,3
1696,3858,2
1696,2643,6
1696,2352,3
1696,3127,3
1696,940,4
1696,1157,2
1696,3235,2
1696,860,3
1696,2142,2
1696,750,4
1696,4093,3
1696,51,5
1696,787,2
1696,650,3
1696,2019,2
1696,3340,3
1696,1220,3
1696,1035,2
1696,3710,2
1696,3817,5
1696,5138,2
1696,2295,3
1696,1714,2
1696,3008,2
1696,2870,2
1696,2084,2
1696,5217,3
1696,4377,3
1696,1413,2
1696,953,2
1696,391,2
1696,909,2
1696,3731,4
1696,3634,2
1696,3203,2
1696,3306,3
1696,5431,2
1696,5190,2
1536,1536,419
1536,4376,3
1536,474,3
1536,3768,2
1536,4326,2
1536,1808,2
1536,1504,2
1536,2128,2
1536,1272,2
1536,2347,2
1536,2115,3
1536,2151,2
1536,4964,2
1536,3622,2
1536,2037,2
1536,4462,2
1536,5461,2
1536,2395,2
1536,5393,2
1536,1930,2
1536,765,3
1536,475,3
1536,3703,2
1536,3635,2
1536,2741,2
1536,1830,2
5064,5064,230
5064,1831,2
5064,3817,3
5064,750,2
5064,2816,2
5064,2874,2
5064,1844,2
5064,441,2
5064,4561,2
5064,347,3
5064,4377,4
5064,1220,4
5064,3285,4
5064,4275,2
5064,1323,2
5064,3092,2
5064,2731,4
5064,2292,2
5064,52,3
5064,813,2
5064,2585,3
5064,514,2
5064,4864,2
5064,3771,2
5064,4731,2
5064,1125,2
5064,5190,2
5064,1641,3
5064,3277,2
5064,5285,4
5064,3723,2
5064,2186,3
5064,2640,2
5064,2476,3
5064,3127,3
5064,5121,2
5064,940,3
5064,1224,3
5064,3082,2
5064,4265,2
5064,3926,2
5064,3301,3
5064,787,3
5064,2068,2
5064,1131,2
5064,1071,3
5064,1509,4
5064,1570,2
5064,5060,2
5064,650,2
5064,1839,2
5064,5052,3
5064,686,3
5064,3147,2
5064,1838,2
5064,4224,2
5064,2213,2
5064,1229,2
5064,3851,3
5064,900,3
5064,3020,2
5064,3189,2
5064,1082,3
5064,2253,2
3659,2771,3
3659,3659,246
3659,2164,4
3659,4977,3
3659,367,2
3659,5317,4
3659,3092,7
3659,2408,2
3659,5052,7
3659,1101,2
3659,5445,6
3659,441,3
3659,1514,2
3659,2133,8
3659,4181,3
3659,3817,3
3659,750,5
3659,52,3
3659,5340,3
3659,813,2
3659,5347,2
3659,5284,2
3659,1224,3
3659,3052,3
3659,1641,2
3659,2719,2
3659,2165,2
3659,4731,5
3659,3441,2
3659,1009,2
3659,2906,2
3659,3039,2
3659,2816,6
3659,3115,6
3659,220,5
3659,185,2
3659,1864,3
3659,4721,3
3659,1706,3
3659,2643,3
3659,603,5
3659,490,3
3659,650,2
3659,3783,6
3659,5431,4
3659,1444,5
3659,3469,2
3659,3710,2
3659,3946,2
3659,4367,6
3659,5126,2
3659,4093,4
3659,4568,3
3659,3020,2
3659,537,2
3659,4336,2
3659,2142,4
3659,3453,2
3659,3731,4
3659,3285,2
3659,5030,2
3659,1413,3
3659,1683,2
3659,906,6
3659,3003,4
3659,2619,3
3659,810,2
3659,1696,3
3659,1873,3
3659,4106,2
3659,4316,2
3659,5177,4
3659,2253,4
3659,1783,4
3659,2865,4
3659,1831,2
3659,1419,4
3659,2019,4
3659,4829,3
3659,1518,2
3659,4190,2
3659,612,2
3659,786,2
3659,4931,2
3659,577,2
3659,3755,2
3659,3127,3
3659,4455,3
3659,4881,2
3659,5161,2
3659,2711,3
3659,1035,2
3659,5217,4
3659,993,3
3659,1126,3
3659,4628,3
3659,1125,3
3659,4681,5
3659,3306,2
3659,2972,3
3659,1509,3
3659,1714,2
3659,3887,2
3659,1377,2
3659,5138,2
3659,1338,2
3659,3485,2
3659,1249,2
4691,4691,296
4691,2556,2
4691,111,3
4691,2144,5
4691,921,9
4691,4952,2
4691,2779,8
4691,2115,11
4691,2334,17
4691,842,4
4691,2798,3
4691,228,4
4691,2321,6
4691,4844,3
4691,4049,4
4691,2416,4
4691,4130,3
4691,2558,2
4691,2726,2
4691,612,3
4691,2925,2
4691,1428,2
4691,1504,6
4691,1598,3
4691,3635,4
4691,742,2
4691,4275,6
4691,452,10
4691,1930,2
4691,5417,12
4691,678,3
4691,857,3
4691,1681,6
4691,4854,4
4691,3001,2
4691,3904,8
4691,2414,12
4691,2946,8
4691,712,5
4691,3069,7
4691,3265,8
4691,691,4
4691,4402,9
4691,786,2
4691,4976,5
4691,4408,3
4691,1808,5
4691,3149,4
4691,4875,2
4691,2410,5
4691,651,3
4691,2165,2
4691,4008,2
4691,4896,6
4691,4984,2
4691,5463,5
4691,3526,2
4691,5355,2
4691,5204,4
4691,2110,3
4691,1878,3
4691,1033,5
4691,3900,4
4691,3018,4
4691,2692,3
4691,4419,4
4691,4729,2
4691,4456,2
4691,2054,2
4691,440,2
4691,5262,2
4691,413,3
4691,2794,3
4691,3899,2
4691,4032,3
4691,2134,2
4691,5031,6
4691,4331,2
4691,1006,3
4691,1282,4
4691,3554,3
4691,97,2
4691,306,2
4691,2482,2
4691,3489,4
4691,2278,2
4691,3348,2
4691,1973,2
4691,2378,2
4691,1979,3
4691,5314,2
4691,782,2
4691,553,2
4691,4321,2
4691,3319,3
4691,2889,2
4691,2792,2
3204,3204,438
3204,4966,2
3204,3740,5
3204,4044,4
3204,4821,4
3204,1243,3
3204,361,3
3204,2250,2
3204,2878,2
220,1783,4
220,220,281
220,787,2
220,3469,2
220,52,5
220,4721,2
220,3203,4
220,3235,3
220,1514,3
220,4881,3
220,4106,5
220,2208,2
220,2186,4
220,4617,2
220,555,2
220,5030,2
220,4866,3
220,4316,4
220,4265,2
220,3771,2
220,2164,3
220,2019,2
220,1419,3
220,3659,5
220,3115,3
220,185,3
220,2133,2
220,1683,3
220,4731,2
220,906,2
220,3003,5
220,2619,3
220,810,2
220,1696,6
220,4367,3
220,3783,2
220,2785,4
220,2906,3
220,441,3
220,2771,4
220,1444,4
220,5177,3
220,2816,4
220,5052,4
220,5445,4
220,2865,2
220,4812,2
220,4279,3
220,2310,2
220,2877,2
220,3147,2
220,5060,3
220,2327,2
220,2081,2
220,2874,2
220,5285,3
220,3723,2
220,1009,2
220,4336,4
220,415,2
220,2322,2
220,3243,3
220,3187,2
220,119,3
220,1864,2
220,813,3
220,545,2
220,603,3
220,4628,2
220,1714,3
220,993,2
220,5284,2
220,3306,3
220,5190,2
220,2515,2
220,3710,2
220,4413,2
220,3858,2
220,4977,2
220,347,2
220,5317,2
220,4181,2
220,2071,3
220,2392,2
4462,2726,2
4462,4462,428
4462,4361,2
4462,5393,4
4462,1598,3
4462,2741,2
4462,3048,4
4462,2661,2
4462,3473,2
4462,3353,2
4462,691,3
4462,1536,2
4462,1808,3
4462,4729,2
4462,4964,2
4462,2494,2
4462,1930,2
4462,4971,2
4462,1849,2
4462,306,2
4462,649,2
4462,4099,2
1043,1043,16
1571,2820,3
1571,1571,376
1571,3745,3
1571,1046,3
1571,1282,2
1571,3028,4
1571,5314,2
1571,2533,2
1571,3052,2
2816,2816,323
2816,2164,5
2816,185,7
2816,1352,3
2816,1864,7
2816,3408,2
2816,993,4
2816,3934,6
2816,2972,6
2816,906,7
2816,3115,7
2816,5190,2
2816,3731,8
2816,2876,5
2816,2711,9
2816,3003,5
2816,3203,4
2816,2643,5
2816,5317,7
2816,4646,3
2816,5052,4
2816,5138,3
2816,3340,3
2816,2142,4
2816,3522,2
2816,3469,3
2816,3887,9
2816,2811,3
2816,1155,4
2816,2408,9
2816,5445,7
2816,5373,5
2816,1783,9
2816,5064,2
2816,1928,2
2816,1218,3
2816,1706,4
2816,278,6
2816,1061,2
2816,3082,2
2816,2906,5
2816,3187,5
2816,3659,6
2816,3234,2
2816,2403,7
2816,3453,4
2816,2133,8
2816,603,4
2816,1413,3
2816,750,3
2816,4721,3
2816,490,2
2816,4681,5
2816,813,2
2816,1831,3
2816,3946,3
2816,4617,3
2816,4829,2
2816,5177,4
2816,2818,2
2816,4864,5
2816,3710,6
2816,3068,3
2816,4377,4
2816,2515,2
2816,3485,3
2816,3235,3
2816,4881,4
2816,1419,4
2816,2619,5
2816,3092,3
2816,4977,6
2816,4202,3
2816,4367,6
2816,1683,7
2816,1696,10
2816,119,2
2816,2785,3
2816,3020,5
2816,2859,2
2816,4181,4
2816,4336,8
2816,2865,6
2816,4731,3
2816,3783,2
2816,1873,8
2816,4106,2
2816,220,4
2816,4316,2
2816,441,5
2816,2771,6
2816,1444,5
2816,2253,2
2816,4812,4
2816,4222,2
2816,4628,3
2816,1126,3
2816,51,3
2816,2107,2
2816,3765,4
2816,2071,6
2816,3052,2
2816,3817,8
2816,2295,3
2816,1125,2
2816,1229,3
2816,4561,3
2816,4224,3
2816,3001,2
2816,4265,2
2816,367,2
2816,2413,2
2816,1570,3
2816,5121,2
2816,3262,6
2816,3285,2
2816,1509,4
2816,3265,2
2816,2019,5
2816,5284,3
2816,3243,2
2816,4093,2
2816,2267,2
2816,5161,4
2816,5217,4
2816,3306,2
2816,1641,2
2816,1714,3
2816,4825,2
2816,5045,3
2816,537,2
2816,4844,2
2816,4279,3
2816,5347,2
2816,4931,2
2816,5340,2
2816,577,2
2816,787,2
2816,593,2
2816,3147,2
2816,2020,2
2816,4585,2
2816,167,2
2816,4866,2
2816,1518,3
2816,3441,2
2816,909,2
2844,2844,355
2844,5239,2
2844,1517,2
2844,3816,2
2844,258,2
2844,2128,4
2844,5123,2
2844,4817,2
2844,359,2
2844,4664,2
2844,403,2
4202,4202,271
4202,415,2
4202,403,3
4202,1413,2
4202,3115,2
4202,2071,2
4202,4931,3
4202,5284,2
4202,4721,2
4202,3068,2
4202,3127,2
4202,1570,4
4202,5360,2
4202,3218,2
4202,2019,3
4202,51,2
4202,1683,3
4202,3022,2
4202,3765,3
4202,3306,2
4202,1783,2
4202,2515,3
4202,2785,2
4202,3453,3
4202,5445,3
4202,2816,3
4202,3285,2
4202,1706,5
4202,1736,2
4202,4093,2
4202,1518,2
4202,3092,2
4202,1641,2
4202,4308,2
4202,751,2
4202,4336,4
4202,1218,2
4202,1082,4
4202,1577,2
4202,3710,2
4202,4224,2
4202,788,2
4202,4316,2
4202,2906,2
4202,1864,2
4202,2142,2
4202,3147,2
4202,3082,2
4202,884,2
4202,993,3
4202,4106,2
4202,2811,2
2770,2770,18
3783,3783,187
3783,4575,2
3783,2470,2
3783,1413,3
3783,3235,2
3783,4367,3
3783,403,2
3783,2085,2
3783,2071,3
3783,1509,2
3783,2771,3
3783,4106,3
3783,5177,2
3783,3271,2
3783,2786,2
3783,2785,2
3783,650,2
3783,3659,6
3783,3147,2
3783,5366,2
3783,4279,2
3783,906,2
3783,220,2
3783,2816,2
3783,5052,2
3783,2253,2
3783,1783,2
3783,1706,2
3783,5445,2
3783,3092,2
3783,5165,2
3783,3887,2
3783,2084,2
3765,3765,296
3765,813,2
3765,2906,2
3765,2515,5
3765,686,6
3765,3189,3
3765,4864,5
3765,514,2
3765,1744,2
3765,2585,2
3765,2352,3
3765,3301,4
3765,1696,2
3765,185,4
3765,2408,3
3765,4377,3
3765,1220,2
3765,3234,2
3765,441,4
3765,3147,6
3765,1061,2
3765,3068,6
3765,2133,3
3765,3771,3
3765,4881,3
3765,4202,3
3765,2771,3
3765,5217,3
3765,2253,4
3765,2068,2
3765,3731,3
3765,1131,4
3765,1125,3
3765,3195,3
3765,701,2
3765,5121,4
3765,3115,3
3765,1570,5
3765,2107,2
3765,2816,4
3765,2071,2
3765,3285,4
3765,5391,2
3765,1839,3
3765,2164,4
3765,1577,2
3765,3020,4
3765,3022,3
3765,4287,3
3765,1148,2
3765,4222,3
3765,1218,4
3765,577,4
3765,2874,2
3765,3453,2
3765,3003,2
3765,4628,4
3765,2619,3
3765,1071,3
3765,1864,2
3765,2019,3
3765,5284,3
3765,3340,2
3765,5030,2
3765,1509,2
3765,4224,4
3765,2403,3
3765,1706,3
3765,4731,3
3765,5045,3
3765,4977,2
3765,5317,2
3765,1783,2
3765,2870,3
3765,3767,2
3765,4812,2
3765,3082,2
3765,1932,4
3765,1082,3
3765,4857,2
3765,167,2
3765,1873,2
3765,1444,2
3765,5340,2
3765,1419,2
3765,3469,2
3765,1683,2
1864,1864,253
1864,2515,4
1864,185,2
1864,1352,2
1864,3408,2
1864,993,5
1864,3934,2
1864,2816,7
1864,2972,3
1864,1696,9
1864,906,3
1864,1419,5
1864,5177,7
1864,1509,8
1864,5373,4
1864,4996,2
1864,4367,4
1864,537,4
1864,2785,7
1864,3115,4
1864,3731,4
1864,3469,2
1864,4628,5
1864,1035,2
1864,5284,5
1864,1224,2
1864,2470,3
1864,2295,6
1864,5052,5
1864,1592,5
1864,490,2
1864,1518,4
1864,2408,5
1864,3020,3
1864,750,6
1864,3710,5
1864,2619,8
1864,4926,6
1864,2865,7
1864,4931,4
1864,3887,3
1864,1749,4
1864,5445,4
1864,3441,5
1864,441,7
1864,3485,4
1864,4222,2
1864,3092,6
1864,4721,8
1864,1071,2
1864,1101,2
1864,3659,3
1864,1706,4
1864,2643,4
1864,2133,7
1864,603,6
1864,1514,2
1864,5342,2
1864,3234,5
1864,2164,2
1864,4812,4
1864,5347,2
1864,1444,6
1864,51,4
1864,5190,2
1864,2253,7
1864,2771,2
1864,5317,4
1864,514,3
1864,4279,3
1864,278,2
1864,1783,3
1864,2874,2
1864,1831,3
1864,2403,5
1864,3187,2
1864,119,3
1864,52,3
1864,4881,4
1864,220,2
1864,4106,3
1864,555,2
1864,4265,2
1864,2711,4
1864,3243,2
1864,940,2
1864,3906,2
1864,2876,3
1864,1413,2
1864,2811,3
1864,1789,2
1864,4681,3
1864,2142,2
1864,5431,2
1864,3765,2
1864,3340,3
1864,5030,2
1864,4224,4
1864,2071,3
1864,1220,2
1864,4336,2
1864,4576,2
1864,4202,2
1864,2906,2
1864,3068,2
1864,3301,3
1864,1125,2
1864,3195,2
1864,5138,2
1864,2208,3
1864,4731,2
1864,1873,2
1864,391,2
1513,1513,386
1513,19,2
1513,4523,2
1513,5375,2
1513,474,2
1513,1225,3
1513,4964,2
1513,3274,2
4265,4265,244
4265,2253,3
4265,1873,5
4265,2865,2
4265,603,3
4265,4881,3
4265,1126,2
4265,514,2
4265,220,2
4265,4336,4
4265,3731,2
4265,1592,4
4265,2403,3
4265,2711,2
4265,2619,5
4265,4926,3
4265,1518,3
4265,4155,2
4265,4646,2
4265,1831,3
4265,1071,4
4265,2876,7
4265,1157,4
4265,5190,2
4265,906,3
4265,4721,2
4265,4977,6
4265,3306,3
4265,415,4
4265,3183,2
4265,4515,4
4265,5317,2
4265,2470,3
4265,4279,3
4265,2643,3
4265,3203,2
4265,5445,2
4265,3285,2
4265,3003,3
4265,993,3
4265,3092,3
4265,3052,3
4265,1696,3
4265,441,2
4265,1864,2
4265,5177,4
4265,51,2
4265,2164,3
4265,2142,3
4265,3813,2
4265,5064,2
4265,2816,2
4265,5285,4
4265,4518,3
4265,4200,2
4265,3723,2
4265,5030,3
4265,3022,2
4265,5161,3
4265,2785,2
4265,367,4
4265,4681,5
4265,1714,3
4265,3187,2
4265,750,3
4265,1413,2
4265,5165,2
4265,2408,4
4265,5052,2
4265,4367,2
4265,4864,2
4265,4731,2
4265,3115,2
4265,1444,3
4265,3887,2
4265,4866,2
4265,3453,2
4265,4844,2
4265,3767,2
4265,5373,2
4265,1338,2
4265,52,3
4265,2068,2
4265,3934,2
400,400,148
400,1232,12
400,395,9
1598,1598,410
1598,596,2
1598,691,3
1598,1979,2
1598,2414,6
1598,2834,4
1598,842,2
1598,2946,2
1598,3635,5
1598,2683,2
1598,474,3
1598,1337,2
1598,3489,5
1598,3265,5
1598,4462,3
1598,3149,7
1598,3904,5
1598,5417,6
1598,1006,2
1598,228,2
1598,4826,2
1598,4964,3
1598,1302,2
1598,5463,2
1598,2115,2
1598,2037,2
1598,440,2
1598,4131,2
1598,3069,3
1598,4408,2
1598,612,2
1598,4402,5
1598,1808,3
1598,2726,2
1598,2494,2
1598,712,2
1598,4691,3
1598,921,2
1598,1504,4
335,335,466
335,3165,2
335,765,4
335,2683,3
335,3334,2
335,3495,2
335,475,3
335,4673,2
335,5390,2
3823,3823,15
452,452,353
452,3069,3
452,4402,2
452,1808,4
452,4246,2
452,4691,10
452,678,2
452,2925,2
452,742,2
452,2414,9
452,921,6
452,3265,4
452,2946,7
452,2334,7
452,2115,5
452,3904,4
452,3149,5
452,4976,2
452,1033,3
452,4460,2
452,5463,3
452,4275,3
452,2779,2
452,1979,2
452,2410,2
452,2321,4
452,1681,2
452,19,3
452,2996,2
452,5417,5
452,5031,2
452,901,2
452,2868,2
452,228,3
452,842,2
452,2792,2
452,2361,2
452,3749,2
452,2037,2
452,712,2
452,5314,2
452,2791,2
452,3635,4
452,786,2
452,2719,2
452,3849,2
452,5237,3
452,4984,2
452,751,2
4054,4054,278
4054,3532,2
4054,1594,2
4054,3452,4
4054,4243,4
4054,1576,2
4054,3540,2
4977,2164,4
4977,3659,3
4977,4977,298
4977,5317,6
4977,3092,5
4977,2408,6
4977,5052,3
4977,2310,3
4977,812,2
4977,2644,2
4977,3820,2
4977,750,5
4977,1218,3
4977,52,3
4977,3817,4
4977,514,3
4977,5340,2
4977,2585,2
4977,3052,2
4977,4190,4
4977,5330,3
4977,5045,2
4977,4222,2
4977,2071,4
4977,2906,4
4977,1831,2
4977,4812,4
4977,4265,6
4977,906,4
4977,3306,3
4977,1419,2
4977,2619,3
4977,2816,6
4977,1683,2
4977,3082,4
4977,4681,2
4977,1155,3
4977,1696,3
4977,185,3
4977,119,3
4977,2785,4
4977,4881,2
4977,2403,3
4977,5177,4
4977,2133,2
4977,1783,2
4977,4336,8
4977,2865,2
4977,1701,2
4977,283,2
4977,5121,3
4977,2711,4
4977,2874,5
4977,3731,3
4977,5217,5
4977,3115,2
4977,4864,5
4977,1220,2
4977,3285,3
4977,204,3
4977,993,2
4977,3887,2
4977,3301,3
4977,3203,3
4977,5030,4
4977,577,3
4977,1518,4
4977,4093,2
4977,2771,3
4977,4984,2
4977,3408,2
4977,3441,2
4977,3262,2
4977,603,5
4977,1126,2
4977,3723,2
4977,3710,3
4977,4628,4
4977,3771,3
4977,4367,3
4977,2253,2
4977,4731,3
4977,3765,2
4977,441,2
4977,4279,3
4977,1444,2
4977,1873,2
4977,4646,2
4977,2972,2
4977,3857,2
4977,1838,2
4977,1082,2
4977,220,2
4977,1749,2
4977,1736,3
4977,2638,2
4977,2731,2
4977,1009,2
4977,1125,3
4977,2019,2
4977,1570,4
4977,2966,2
4977,3851,2
4977,555,2
4977,545,2
4977,650,3
4977,2515,2
5121,5121,246
5121,650,2
5121,2771,2
5121,2811,2
5121,1444,5
5121,1155,4
5121,1838,6
5121,4222,2
5121,4224,3
5121,3857,2
5121,1131,3
5121,1342,2
5121,4287,2
5121,1570,3
5121,2107,2
5121,5052,2
5121,3082,2
5121,4738,2
5121,2413,2
5121,1082,3
5121,3127,2
5121,5064,2
5121,3262,2
5121,4455,2
5121,3271,2
5121,5284,3
5121,2482,2
5121,3765,4
5121,1125,2
5121,1220,2
5121,4377,5
5121,2186,2
5121,1873,3
5121,4568,2
5121,555,3
5121,2515,3
5121,3946,2
5121,4367,2
5121,3967,2
5121,433,2
5121,3020,4
5121,537,2
5121,4336,2
5121,185,2
5121,3147,3
5121,4617,3
5121,52,3
5121,1514,2
5121,993,2
5121,2408,2
5121,545,2
5121,1641,4
5121,51,3
5121,4977,3
5121,1577,2
5121,2619,2
5121,5317,2
5121,3008,2
5121,3903,2
5121,1518,2
5121,906,2
5121,2816,2
5121,3817,3
5121,3301,2
5121,3265,2
5121,4130,2
5121,1101,2
5121,788,3
5121,1218,2
5121,1260,2
5121,3306,2
5121,2133,2
5121,2644,2
5121,2300,2
5121,2208,2
5121,3285,2
5121,4628,2
5121,1592,2
5121,2585,2
5121,5417,2
5121,3441,2
395,395,392
395,3478,2
395,1232,14
395,400,9
395,4699,2
395,3166,6
395,5026,3
395,2381,2
395,3661,2
395,552,2
395,3651,2
4042,4042,459
4042,4486,2
4042,2779,2
503,503,405
503,4380,6
503,3545,3
503,1523,2
503,3921,3
503,3926,2
503,2153,4
503,4825,4
503,3558,3
503,3781,2
503,5467,2
503,4857,3
503,4646,2
503,2231,6
503,2292,2
503,3306,2
503,3900,2
503,4413,3
503,2156,2
503,480,2
503,3001,4
503,179,4
503,3526,2
503,814,2
503,4610,2
503,3930,3
503,1509,2
503,5372,2
1930,1930,428
1930,3195,2
1930,4826,3
1930,475,2
1930,1006,2
1930,2779,2
1930,4506,2
1930,4976,2
1930,4964,4
1930,299,3
1930,5393,2
1930,4462,2
1930,2610,2
1930,4634,2
1930,1536,2
1930,901,2
1930,4307,2
1930,3495,2
1930,5123,3
1930,4857,2
1930,4844,2
1930,4691,2
1930,1001,2
1930,2902,2
1930,3489,2
1930,2715,2
1930,3208,2
1930,765,2
921,4402,17
921,651,6
921,921,305
921,413,2
921,2494,6
921,4408,3
921,3208,4
921,2482,5
921,4321,3
921,2779,5
921,2115,6
921,4691,9
921,2334,9
921,842,3
921,228,4
921,2321,3
921,3900,7
921,5439,2
921,4419,6
921,901,13
921,2868,3
921,1504,7
921,2414,5
921,3300,7
921,1428,5
921,2558,2
